ccyy,scope,hmc_mean,dhi_mean,hmchous_mean,hchous_mean,hmc_wor_scaled_mean,hmc_scaled_mean,inc1_mean,inc2_mean,inc3_mean,inc4_mean,hmc_wor_pred_scaled_mean,hmc_pred_scaled_mean,dhi_conc_dhi,hmc_conc_dhi,hmc_wor_conc_dhi,tax_eff_ours_conc_dhi,tax_eff_ours_wor_conc_dhi,inc_5_ours_conc_dhi,inc_5_ours_wor_conc_dhi,hmc_medianized_predict_conc_dhi,hmc_wor_pred_conc_dhi,tax_eff_ours_pred_conc_dhi,tax_eff_ours_wor_pred_conc_dhi,inc_5_ours_pred_conc_dhi,inc_5_ours_wor_pred_conc_dhi,inc_5_ours_conc_inc_5_ours,inc_5_ours_wor_conc_inc_5_ours_wor,inc1_conc_inc1,inc2_conc_inc2,inc3_conc_inc3,inc4_conc_inc4,inc_5_ours_pred_conc_inc_5_ours_pred,inc_5_ours_wor_pred_conc_inc_5_ours_wor_pred,gini_dhi_scope_hmc
ch13,.99926171,.,39296.48,9429.0967,12076.117,.,.,72791.94,84194.341,87786.006,60004.868,.,32840.787,.32776795,.,.,.,.,.,.,.1433443,.,.1433443,.,.34763536,.,.,.,.43661668,.33466265,.31038115,.30406774,.34772364,.,.
tw81,.99995945,85291.507,56968.707,14443.857,21868.007,.,.,121781.29,121834.48,122287.84,120955.53,.,.,.29967714,.16762385,.15852708,.,.,.,.,.14895173,.,.,.,.,.,.,.,.28098598,.28074466,.27993643,.27555378,.,.,.29967714
tw86,.99985015,114585.49,79587.597,18474.933,28305.27,.,.,164905.45,165084.64,165825.11,163471.52,.,.,.2971076,.16042277,.15938127,.,.,.,.,.14722057,.,.,.,.,.,.,.,.29177621,.29137698,.29005399,.28441799,.,.,.2971076
tw91,.999932,191367.19,152282.7,36514.818,51952.834,.,.,302370.15,303582.05,306382.43,301790.92,.,.,.29970238,.16416928,.16069144,.,.,.,.,.14792667,.,.,.,.,.,.,.,.29710224,.29530605,.29191369,.28660472,.,.,.29970238
tw95,.9994206,.,214184.72,.,74783.647,.,.,404576.4,413662.27,438422.01,426599.49,.,.,.30575947,.,.,.,.,.,.,.15551619,.,.,.,.,.,.,.,.3142751,.30965807,.3049303,.3013961,.,.,.
tw97,.99998384,.,226098.58,.,81816.521,.,.,438519.88,448935.57,460756.58,439851.77,.,.,.3082329,.,.,.,.,.,.,.154451,.,.,.,.,.,.,.,.31812821,.31030625,.30554095,.30438776,.,.,.
tw00,.99990982,.,247128.41,.,88376.833,.,.,458227.39,471049.46,488357.22,465732.02,.,.,.31112538,.,.,.,.,.,.,.15503858,.,.,.,.,.,.,.,.32917329,.31908527,.31270602,.31045793,.,.,.
tw05,.99988897,.,254860.75,.,88708.494,.,.,444182.99,464705.02,490208.5,465469.75,.,.,.32181078,.,.,.,.,.,.,.16282282,.,.,.,.,.,.,.,.35452283,.34447818,.3362061,.33379415,.,.,.
tw07,.99990532,308503.6,247692.7,25011.941,91904.928,.,.,458090.6,476318.26,501078.47,446793.39,.,.,.32126498,.15662767,.1608654,.,.,.,.,.16411272,.,.,.,.,.,.,.,.36085861,.34316165,.33190726,.33699763,.,.,.32126498
tw10,.99949889,308644.55,238640.87,26459.26,95649.596,.,.,439341.19,460515.92,480570.76,417710.54,.,.,.33214856,.1593237,.16308024,.,.,.,.,.16889109,.,.,.,.,.,.,.,.36530775,.34913538,.33859589,.35225176,.,.,.33214856
tw13,.99915186,332333.05,252524.99,28220.242,101149.38,.,.,458460.25,481289.41,512195.49,439783.41,.,.,.32486608,.15601616,.15947719,.,.,.,.,.16432749,.,.,.,.,.,.,.,.37397775,.35551437,.33914321,.34745506,.,.,.32486608
uk69,.99959606,.,385.21397,.,.,.,.,754.86586,810.39608,896.51226,792.17316,.,.,.33650324,.,.,.,.,.,.,.14828059,.,.,.,.,.,.,.,.36772315,.32444225,.29066821,.2673604,.,.,.
uk74,.99952567,.,846.35824,.,.,.,.,1525.1052,1659.0669,1823.8176,1582.6352,.,.,.299731,.,.,.,.,.,.,.13842677,.,.,.,.,.,.,.,.38028904,.32122772,.28759736,.26719975,.,.,.
uk79,.99743366,.,1840.4865,.,.,.,.,3230.7087,3564.3193,4241.5441,3478.139,.,.,.28424045,.,.,.,.,.,.,.13464451,.,.,.,.,.,.,.,.41679204,.34505327,.2714833,.25073093,.,.,.
uk86,.98848882,5525.2501,3475.8726,524.81436,943.10342,.,.,5694.6798,6518.7705,8127.5811,6529.2733,.,.,.31848966,.16263819,.16099255,.,.,.,.,.14823626,.,.,.,.,.,.,.,.50377649,.41654393,.31701811,.29474143,.,.,.31848966
uk91,.99658792,8912.9496,5638.8392,1628.5386,2455.954,.,.,9732.299,11024.508,13057.674,10284.916,.,.,.35930681,.22197165,.22224479,.,.,.,.,.17245435,.,.,.,.,.,.,.,.51068824,.43059587,.34905387,.32825384,.,.,.35930681
uk94,.99582533,.,6551.0015,1487.446,1487.4516,.,.,10426.017,12169.57,14973.402,12228.37,.,.,.36109348,.,.,.,.,.,.,.17178727,.,.,.,.,.,.,.,.54564554,.44769102,.35138577,.33458011,.,.,.
uk95,.98837397,10171.379,6465.3443,1946.6991,1946.756,5585.6798,5921.1911,10483.285,12165.653,14917.046,12015.269,5585.6795,5921.1907,.36273226,.19675165,.21848999,.19675165,.21848999,.39419616,.3898013,.17587349,.1801361,.17587349,.1801361,.3981539,.39699893,.39796188,.39528559,.5456227,.45537025,.36158185,.34075809,.39837686,.39726565,.36273226
uk99,.99463687,.,8271.105,763.53561,763.54384,.,.,14435.482,16441.519,19728.234,15088.049,7620.4976,8041.1038,.36951757,.,.,.,.,.,.,.17666961,.1909412,.17666961,.1909412,.40771455,.4045839,.,.,.55140692,.46489979,.36850076,.34063636,.40797145,.40512891,.
uk04,.98118659,.,10687.845,908.72259,908.74055,.,.,18494.892,21097.685,25287.981,19316.396,10136.682,10650.028,.37101365,.,.,.,.,.,.,.17520459,.18606805,.17520459,.18606805,.40807418,.40571606,.,.,.55187766,.46081471,.36677876,.34340011,.40831922,.40620911,.
uk07,.9960628,.,12399.447,675.49198,3957.086,.,.,20709.845,23422.79,25415.329,19419.727,11848.733,12519.016,.35972551,.,.,.,.,.,.,.17038095,.18060716,.17038095,.18060716,.39380575,.39165414,.,.,.54415627,.46223661,.39164141,.345508,.39402604,.39220979,.
uk10,.99401271,.,13043.466,918.84108,4250.1895,.,.,21138.439,24281.24,26706.066,20429.278,11511.294,12309.136,.3522434,.,.,.,.,.,.,.16702267,.17935945,.16702267,.17935944,.38355354,.38108116,.,.,.56531798,.4734622,.39151065,.34067542,.38375439,.38164786,.
uk13,.99550694,.,13998.082,1078.8037,4192.9129,.,.,22430.986,26067.749,28497.936,22119.112,12684.385,13670.957,.34962367,.,.,.,.,.,.,.16575258,.17809317,.16575258,.17809317,.38420555,.38140398,.,.,.56020995,.46536274,.38450045,.3350884,.38443994,.38212663,.
us74,.99283177,.,3617.1318,.,.,.,.,7119.471,7644.0678,7782.8949,6356.9281,.,.,.35201091,.,.,.,.,.,.,.16684451,.,.,.,.,.,.,.,.41387096,.36801563,.3524656,.31723308,.,.,.
us79,.99627243,.,5753.0969,0,909.23678,.,.,10986.402,11898.548,12270.547,9757.518,.,.,.34509277,.,.,.,.,.,.,.16241387,.,.,.,.,.,.,.,.43114839,.3821973,.35796426,.31297665,.,.,.
us86,.99578892,.,9292.2459,0,1842.1044,.,.,17329.092,18939.872,19455.011,15345.478,.,.,.37401247,.,.,.,.,.,.,.17813764,.,.,.,.,.,.,.,.46186613,.410771,.38778413,.34372676,.,.,.
us91,.99684916,.,11817.908,0,2879.1372,.,.,21168.316,23400.686,24164.843,19291.913,.,.,.38130353,.,.,.,.,.,.,.18025653,.,.,.,.,.,.,.,.47272522,.41831218,.39116118,.34921262,.,.,.
us94,.99636498,.,13368.047,0,2788.5531,.,.,24162.419,26728.663,27611.776,21903.611,.,.,.40055425,.,.,.,.,.,.,.18986422,.,.,.,.,.,.,.,.50359902,.44619189,.41838006,.37410757,.,.,.
us97,.99563445,.,15383.219,0,2548.4782,.,.,28284.04,31134.345,31959.772,25044.773,.,.,.40518563,.,.,.,.,.,.,.19051599,.,.,.,.,.,.,.,.50062468,.44440512,.42167211,.37617969,.,.,.
us00,.99542949,.,17573.283,0,2821.5574,.,.,35209.814,38357.478,39097.03,28642.409,.,15980.709,.40128535,.,.,.,.,.,.,.18818338,.,.18818338,.,.41629529,.,.,.,.49217034,.43926644,.42349948,.37444903,.41632448,.,.
us04,.99362034,.,19521.689,0,2288.189,.,.,37153.441,40817.746,42061.097,31809.893,.,17376.376,.4016024,.,.,.,.,.,.,.19213476,.,.19213476,.,.41562615,.,.,.,.50244444,.44452612,.42261323,.37881291,.41565296,.,.
us07,.99028433,.,22107.953,0,2633.4504,.,.,42119.037,46169.104,47397.083,35872.373,.,19982.244,.40663467,.,.,.,.,.,.,.1945247,.,.1945247,.,.42087439,.,.,.,.49372464,.43943955,.41950178,.38218009,.42090129,.,.
us10,.99307802,.,22296.521,0,3139.2365,.,.,41094.67,45709.931,47946.324,36089.043,.,19509.454,.39962117,.,.,.,.,.,.,.19321666,.,.19321666,.,.41215391,.,.,.,.51697622,.45385384,.42068216,.37490686,.41217568,.,.
us13,.9940466,.,24031.374,0,3887.7502,.,.,44831.098,50071.11,51717.108,38848.221,.,21260.7,.40652712,.,.,.,.,.,.,.19843049,.,.19843049,.,.42005467,.,.,.,.52111655,.45434786,.428394,.38545945,.42007948,.,.
uy04,1,.,51072.005,.,33988.429,.,.,63857.883,83409.842,86577.695,.,.,.,.47034484,.,.,.,.,.,.,.22634652,.,.,.,.,.,.,.,.57179056,.47343363,.45000152,.,.,.,.
uy07,.96357021,.,77336.124,314.07183,21041.9,.,.,99779.157,121511.98,126990.5,.,.,.,.46601626,.,.,.,.,.,.,.22429387,.,.,.,.,.,.,.,.56466395,.48387909,.44758961,.,.,.,.
uy10,.96239139,.,110191.74,5254.2997,36220.718,.,.,141880.83,173790.25,181388.15,.,.,.,.43669848,.,.,.,.,.,.,.20771385,.,.,.,.,.,.,.,.5319889,.44751444,.4164195,.,.,.,.
uy13,.9669481,.,153668.42,8295.4869,55736.898,.,.,202219.52,247038.27,255294.52,.,.,.,.40359447,.,.,.,.,.,.,.19228392,.,.,.,.,.,.,.,.4882796,.40846143,.38503097,.,.,.,.
uy16,.97472709,.,210230.64,13069.416,75208.294,.,.,271371.42,332879.61,344756.85,.,.,.,.39594592,.,.,.,.,.,.,.18760141,.,.,.,.,.,.,.,.48449847,.40179665,.3762292,.,.,.,.
