extreme gap,quantile,ccyy,hmc,dhi,hmchous,tax_eff_ours,tax_eff_ours_wor,hmc_medianized_predict,hmc_wor_pred_scaled
1,85,fr10,22492.291,34326.313,2529.718,4482.6631,4644.0518,1.4675249,25427.574
1,86,fr10,23765.713,35043.047,2802.0649,4736.4531,4879.5181,1.4422587,24859.262
1,87,fr10,25435.033,36023.867,2890.395,5069.145,5250.2837,1.4776559,25461.297
1,88,fr10,24168.998,37005.715,2777.1785,4816.8271,4984.4419,1.4854418,25648.531
1,89,fr10,24906.643,38066.98,2258.6179,4963.8379,5279.9321,1.5247644,26572.146
1,90,fr10,24718.799,39107.395,2616.6335,4926.4014,5155.394,1.5206257,26349.553
1,91,fr10,26139.926,40465.48,2729.4104,5209.6284,5463.4497,1.5898712,27552.082
1,92,fr10,26375.307,41635.824,2477.9333,5256.5396,5580.0098,1.5981612,27805.537
1,93,fr10,27676.795,43043.883,2545.5088,5515.9229,5871.2178,1.6787869,29232.031
1,94,fr10,28527.469,44884.465,2860.0647,5685.4604,5999.624,1.707991,29628.873
1,95,fr10,29185.787,47260.492,2659.6411,5816.6616,6203.6123,1.759449,30639.945
1,96,fr10,30022.709,50709.477,3531.061,5983.4585,6198.8032,1.7864645,30767.207
1,97,fr10,29906.391,55124.762,2815.0515,5960.2764,6342.457,1.9557074,34116.059
1,98,fr10,32485.803,59960.457,3321.3188,6474.3477,6831.396,2.0251179,35158.969
1,99,fr10,33365.691,71007.102,3303.9001,6649.7075,7045.2754,2.2082682,38470.039
1,100,fr10,43092.34,125522.68,5305.7769,8588.207,8860.2988,2.9560497,51132.184
2,1,fr10,10979.207,2644.5547,2120.74,2188.1311,1915.9119,.67556638,11310.329
2,2,fr10,11480.579,5447.4146,1881.7275,2288.0537,2078.4038,.71411467,12104.468
2,3,fr10,10886.866,6980.0317,2067.0176,2169.728,1911.8986,.71903342,12116.636
2,4,fr10,12507.752,8072.2598,2367.9011,2492.7668,2200.5327,.7425828,12417.119
2,5,fr10,11253.401,8753.3555,2358.9058,2242.7776,1932.4558,.73404688,12266.855
2,6,fr10,11506.581,9376.4434,2092.8398,2293.2358,2047.5848,.76710922,12973.211
2,7,fr10,12327.399,9913.5986,2177.2029,2456.823,2210.2681,.76996642,12989.893
2,8,fr10,9453.584,10448.637,2018.0969,1884.078,1620.9523,.72846735,12307.029
2,9,fr10,12465.831,10881.113,2638.3325,2484.4121,2144.8333,.77102429,12818.437
2,10,fr10,10723.917,11287.64,1922.991,2137.2527,1922.9507,.75540894,12832.33
2,11,fr10,12665.709,11660.306,2656.4763,2524.2473,2189.4207,.76086575,12627.688
2,12,fr10,12068.041,12012.007,2163.7307,2405.1333,2168.906,.75887936,12795.459
2,13,fr10,12439.707,12418.202,2413.3035,2479.2056,2198.1091,.77980244,13069.77
2,14,fr10,12014.96,12748.136,2239.4526,2394.5547,2145.5093,.74275386,12473.281
2,15,fr10,12195.162,13043.175,2394.0437,2430.4685,2153.5413,.73987716,12357.51
2,16,fr10,11614.904,13344.287,2472.8276,2314.8242,2010.9825,.79451281,13310.536
2,17,fr10,13127.152,13651.308,2145.7434,2616.2119,2418.2817,.76790762,12965.753
2,18,fr10,13202.817,13962.592,2545.7783,2631.2917,2349.4717,.816517,13677.328
2,19,fr10,14040.876,14257.286,2371.9312,2798.3152,2575.4287,.81009907,13633.389
2,20,fr10,12400.438,14524.99,2599.8628,2471.3794,2165.4756,.83481759,13985.107
2,21,fr10,13659.382,14755.281,2515.1965,2722.2842,2465.0928,.84800708,14258.019
2,22,fr10,13728.367,15019.655,2520.895,2736.0327,2481.8484,.82256854,13796.774
2,23,fr10,14716.312,15312.017,2646.165,2932.928,2675.8533,.83548528,13978.02
2,24,fr10,13328.922,15573.104,2421.0344,2656.4243,2420.873,.84461689,14235.77
2,25,fr10,15040.66,15841.661,2735.343,2997.5698,2734.0425,.86183912,14416.57
2,26,fr10,15617.788,16136.808,2805.5942,3112.5901,2849.8135,.88939553,14884.637
2,27,fr10,13639.02,16376.202,2240.5269,2718.2261,2538.1682,.87819654,14916.104
2,28,fr10,14388.571,16636.287,2599.5664,2867.6099,2628.0256,.89152384,15008.161
2,29,fr10,14555.303,16877.73,2345.2065,2900.8391,2724.8994,.9087134,15423.348
2,30,fr10,13842.872,17078.361,2346.8611,2758.8533,2568.3667,.88471764,14989.802
2,31,fr10,14478.584,17329.939,2209.9426,2885.5493,2744.0005,.91172111,15533.495
2,32,fr10,14779.813,17598.68,2219.6558,2945.5835,2812.2905,.94142956,16065.396
2,33,fr10,14266.172,17814.26,2100.011,2843.2158,2727.0649,.93714046,16037.462
2,34,fr10,14564.486,18021.805,2848.1897,2902.6694,2629.1094,.94073778,15793.205
2,35,fr10,16027.9,18234.184,2445.0964,3194.3245,3051.29,.9407627,15960.214
2,36,fr10,16523.393,18487.344,2783.4272,3293.075,3089.9751,.97497404,16437.557
2,37,fr10,15998.563,18720.898,2651.0647,3188.4775,3004.9966,.96573073,16325.508
2,38,fr10,15950.658,18908.439,2387.418,3178.9304,3056.9041,.97783631,16652.822
2,39,fr10,15099.068,19101.939,2490.6665,3009.2104,2844.8025,.96484727,16375.849
2,40,fr10,15316.375,19321.754,2376.0359,3052.519,2922.8796,.98018265,16699.852
2,41,fr10,15668.621,19550.684,2255.5852,3122.7209,3032.9487,1.0003265,17112.998
2,42,fr10,17687.871,19757.73,2308.1333,3525.1531,3481.4417,.98731345,16856.541
2,43,fr10,16214.284,19992.758,2684.155,3231.4705,3066.0823,1.0063373,17044.342
2,44,fr10,15391.642,20234.764,2315.7092,3067.5195,2966.3723,1.0088624,17242.135
2,45,fr10,18870.525,20462.98,2887.9939,3760.853,3629.687,1.0223351,17248.701
2,46,fr10,17763.934,20696.379,2245.363,3540.3118,3528.1372,1.0179851,17435.768
2,47,fr10,17867.623,20927.998,2263.2437,3560.9773,3551.4849,1.0440009,17897.682
2,48,fr10,16414.047,21155.781,2579.7561,3271.2827,3152.0234,1.0794822,18406.949
2,49,fr10,16248.521,21411.502,2415.2986,3238.2937,3155.1826,1.0248588,17489.547
2,50,fr10,17301.965,21659.637,2587.4187,3448.2427,3359.821,1.0909046,18609.834
2,51,fr10,16789.35,21934.43,2527.2278,3346.0796,3260.0256,1.0799514,18437.119
2,52,fr10,17335.094,22189.449,2677.2273,3454.8455,3354.0903,1.0650767,18106.813
2,53,fr10,16001.525,22386.842,2295.4966,3189.0681,3139.657,1.0515593,18020.701
2,54,fr10,17591.088,22582.662,2075.9768,3505.8643,3557.8823,1.0996153,18978.297
2,55,fr10,18219.502,22853.52,2413.135,3631.106,3628.5605,1.0953771,18762.529
2,56,fr10,18314.406,23111.107,2417.8044,3650.02,3653.1853,1.1229935,19258.773
2,57,fr10,17857.211,23431.84,2463.2483,3558.9021,3541.4604,1.1309793,19384.055
2,58,fr10,18004.576,23735.992,2377.5674,3588.2715,3598.9177,1.1344379,19481.848
2,59,fr10,18825.24,24005.818,2406.4229,3751.8284,3785.3113,1.1375631,19526.301
2,60,fr10,18463.979,24253.266,2275.9004,3679.8293,3736.0969,1.1641479,20059.799
2,61,fr10,18275.723,24550.125,2407.8889,3642.3105,3666.0898,1.1422775,19610.738
2,62,fr10,19611.938,24823.623,2407.1606,3908.6152,3979.208,1.1907748,20485.887
2,63,fr10,18672.146,25056.975,2070.7239,3721.3169,3843.7446,1.1772081,20380.172
2,64,fr10,19108.781,25336.58,2256.9707,3808.3372,3905.8625,1.1825765,20400.059
2,65,fr10,19642.26,25606.742,2329.0044,3914.6582,4017.0735,1.1988206,20663.32
2,66,fr10,20374.635,25937.322,2796.4778,4060.6189,4082.8606,1.2190375,20834.857
2,67,fr10,19834.549,26266.6,2381.6685,3952.9812,4058.0559,1.1979467,20625.795
2,68,fr10,20139.297,26593.057,2270.6716,4013.7168,4159.1182,1.2235718,21133.914
2,69,fr10,19297.926,26960.498,2265.3655,3846.0334,3968.7046,1.1730762,20225.211
2,70,fr10,19684.891,27257.939,2054.4954,3923.1543,4112.3403,1.2377868,21479.664
2,71,fr10,18566.762,27544.789,2654.1494,3700.314,3715.5771,1.2373279,21223.609
2,72,fr10,19314,27908.408,2654.2212,3849.2368,3894.1377,1.2402344,21276.01
2,73,fr10,21109.953,28254.014,2413.9243,4207.166,4374.6992,1.2562796,21664.74
2,74,fr10,21138.473,28673.607,2514.3967,4212.8501,4362.4443,1.3090727,22575.566
2,75,fr10,21375.473,29086.051,2527.697,4260.0835,4419.479,1.2951195,22318.369
2,76,fr10,20443.734,29452.67,2228.0254,4074.3904,4275.751,1.2871686,22298.768
2,77,fr10,20885.521,29840.551,2912.582,4162.4375,4223.187,1.3158076,22532.527
2,78,fr10,21759.91,30280.021,2811.0264,4336.7012,4457.1704,1.3253078,22745.867
2,79,fr10,20361.07,30761.947,2339.134,4057.9155,4243.5659,1.3451352,23298.523
2,80,fr10,23555.486,31331.979,2634.1924,4694.5557,4931.4146,1.3555685,23364.813
2,81,fr10,22772.354,31818.6,2207.6257,4538.479,4852.4258,1.3532472,23499.195
2,82,fr10,22478.357,32401.678,2165.9453,4479.8862,4797.8862,1.4088283,24519.051
2,83,fr10,21486.723,32989.16,2252.7229,4282.2554,4547.8911,1.3943206,24221.49
2,84,fr10,24947.215,33643.277,2708.3477,4971.9238,5263.8643,1.394161,24030.346
2,85,fr10,22492.291,34326.313,2529.718,4482.6631,4729.9834,1.4675249,25427.574
2,86,fr10,23765.713,35043.047,2802.0649,4736.4531,4972.3374,1.4422587,24859.262
2,87,fr10,25435.033,36023.867,2890.395,5069.145,5352.876,1.4776559,25461.297
2,88,fr10,24168.998,37005.715,2777.1785,4816.8271,5084.4189,1.4854418,25648.531
2,89,fr10,24906.643,38066.98,2258.6179,4963.8379,5388.5654,1.5247644,26572.146
2,90,fr10,24718.799,39107.395,2616.6335,4926.4014,5264.1279,1.5206257,26349.553
2,91,fr10,26139.926,40465.48,2729.4104,5209.6284,5581.4995,1.5898712,27552.082
2,92,fr10,26375.307,41635.824,2477.9333,5256.5396,5703.4531,1.5981612,27805.537
2,93,fr10,27676.795,43043.883,2545.5088,5515.9229,6004.126,1.6787869,29232.031
2,94,fr10,28527.469,44884.465,2860.0647,5685.4604,6138.5244,1.707991,29628.873
2,95,fr10,29185.787,47260.492,2659.6411,5816.6616,6350.4224,1.759449,30639.945
2,96,fr10,30022.709,50709.477,3531.061,5983.4585,6348.6802,1.7864645,30767.207
2,97,fr10,29906.391,55124.762,2815.0515,5960.2764,6499.0586,1.9557074,34116.059
2,98,fr10,32485.803,59960.457,3321.3188,6474.3477,7003.5684,2.0251179,35158.969
2,99,fr10,33365.691,71007.102,3303.9001,6649.7075,7226.4429,2.2082682,38470.039
