ccyy,hmc_mean,dhi_mean,hmchous_mean,hchous_mean,hmc_wor_scaled_mean,hmc_scaled_mean,hmc_wor_pred_scaled_mean,hmc_pred_scaled_mean,dhi_conc_dhi,hmc_conc_dhi,hmc_wor_conc_dhi,tax_eff_ours_conc_dhi,tax_eff_ours_wor_conc_dhi,inc_5_ours_conc_dhi,inc_5_ours_wor_conc_dhi,hmc_medianized_predict_conc_dhi,hmc_wor_pred_conc_dhi,tax_eff_ours_pred_conc_dhi,tax_eff_ours_wor_pred_conc_dhi,inc_5_ours_pred_conc_dhi,inc_5_ours_wor_pred_conc_dhi,inc_5_ours_conc_inc_5_ours,inc_5_ours_wor_conc_inc_5_ours_wor,inc1_conc_inc1,inc2_conc_inc2,inc3_conc_inc3,inc4_conc_inc4,inc_5_ours_pred_conc_inc_5_ours_pred,inc_5_ours_wor_pred_conc_inc_5_ours_wor_pred,gini_dhi_scope_hmc
au81,.,5562.8017,.,.,.,.,.,4276.201,.31211276,.,.,.,.,.,.,.18647829,.,.18647829,.,.32688081,.,.,.,.40440541,.35367443,.32757131,.2822265,.32688081,.,.
au85,.,7817.8192,.,.,.,.,.,6213.8989,.32362822,.,.,.,.,.,.,.19233419,.,.19233419,.,.3422255,.,.,.,.43905703,.37891359,.34918647,.29531632,.3422255,.,.
au89,.,10964.158,2363.8144,6057.0383,.,.,8425.194,8909.307,.33016825,.,.,.,.,.,.,.19587076,.1994134,.19587076,.1994134,.34785024,.34708333,.,.,.43853642,.38740007,.35523459,.30474321,.34785024,.34713955,.
au95,.,12281.119,1416.4067,1416.4345,.,.,10010.159,10556.14,.32329047,.,.,.,.,.,.,.19037309,.19678609,.19037309,.19678609,.34143825,.34026726,.,.,.47788987,.4114231,.35719355,.30837649,.34143825,.34030923,.
au01,.,16246.105,1820.4336,1820.4526,.,.,13407.794,14127.49,.33209047,.,.,.,.,.,.,.19570002,.20230336,.19570002,.20230336,.3523882,.35124288,.,.,.49405331,.42413769,.36786775,.31920675,.3523882,.35129131,.
au03,.,17742.085,2059.2933,2059.3111,.,.,15108.486,15871.467,.33181305,.,.,.,.,.,.,.19544252,.20052857,.19544252,.20052857,.35341162,.35244621,.,.,.48335107,.41577337,.36386371,.31522866,.35341162,.35249559,.
au08,.,28295.514,2975.5382,10360.246,.,.,21604.474,22747.964,.3529966,.,.,.,.,.,.,.20400333,.21100011,.20400333,.21100011,.37132024,.37029857,.,.,.48920845,.43056981,.3862311,.34081043,.37132024,.37033523,.
au10,36222.306,29520.786,4000.7195,13018.701,22420.935,23653.804,22420.935,23653.802,.34547054,.18155532,.19575826,.18155532,.19575826,.36650781,.3646047,.20174728,.21054248,.20174728,.21054248,.36277253,.36283597,.3682847,.36668748,.49023243,.42301779,.37330358,.3343382,.36277253,.36287048,.34656291
at87,.,107967.34,.,.,.,.,.,.,.23045189,.,.,.,.,.,.,.13429431,.,.,.,.,.,.,.,.,.,.,.,.,.,.
at97,.,147776.26,18566.976,18567.22,.,.,119449.31,123482.58,.30129001,.,.,.,.,.,.,.17694356,.17832714,.17694356,.17832714,.32896839,.32849353,.,.,.43592801,.31178453,.27219441,.,.32896839,.32854166,.
at00,.,162709.3,12453.428,12453.815,.,.,131864.55,136065,.28770056,.,.,.,.,.,.,.16836273,.16951893,.16836273,.16951893,.31372918,.31333672,.,.,.43202696,.29917989,.25964395,.,.31372918,.31339811,.
at04,.,14003.849,2787.7953,5805.1767,.,.,11551.874,11925.098,.29958391,.,.,.,.,.,.,.17356883,.17683468,.17356883,.17683469,.32753809,.32666322,.,.,.45781435,.34034245,.31310143,.2724487,.32753809,.32666976,.
at07,.,15222.927,3030.6052,4894.9447,.,.,12103.844,12519.39,.30591491,.,.,.,.,.,.,.17967176,.18381155,.17967176,.18381155,.33163603,.3306541,.,.,.49269088,.36963341,.33291278,.28880083,.33163603,.33066053,.
at10,.,17080.234,3491.2738,5921.4442,.,.,13930.156,14466.984,.30321311,.,.,.,.,.,.,.17816551,.18254712,.17816552,.18254712,.32909941,.3280032,.,.,.49980293,.37423692,.32985707,.28484333,.32909941,.32801068,.
at13,.,18495.651,3756.7187,5923.8321,.,.,15439.109,16067.714,.31061961,.,.,.,.,.,.,.18014333,.18497207,.18014333,.18497207,.33920631,.33792762,.,.,.50661087,.36939084,.32848687,.28608163,.33920631,.33793844,.
be85,.,225477.53,.,.,.,.,.,.,.25081786,.,.,.,.,.,.,.14613855,.,.,.,.,.,.,.,.4191912,.30041717,.22842843,.,.,.,.
be88,.,247302.81,.,.,.,.,.,.,.25421426,.,.,.,.,.,.,.14694808,.,.,.,.,.,.,.,.42656602,.30517905,.23248688,.,.,.,.
be92,.,301397.62,1726.0968,1726.5203,.,.,.,.,.24324097,.,.,.,.,.,.,.14207377,.,.,.,.,.,.,.,.45470396,.33044576,.28729939,.2247282,.,.,.
be97,.,390641.66,.,109852.72,.,.,.,316851.54,.26713668,.,.,.,.,.,.,.15697449,.,.15697449,.,.28804331,.,.,.,.48494145,.37522413,.32486234,.25197562,.28804331,.,.
br06,.,5779.5616,248.83549,249.2792,.,.,.,.,.53273053,.,.,.,.,.,.,.31818089,.,.,.,.,.,.,.,.59502118,.54515609,.5260309,.50457532,.,.,.
br09,.,7485.6243,332.31606,332.76751,.,.,.,.,.50912006,.,.,.,.,.,.,.30259047,.,.,.,.,.,.,.,.5743726,.52176523,.50271597,.47992015,.,.,.
br11,.,8928.5306,432.0391,432.49405,.,.,.,8122.0726,.49903162,.,.,.,.,.,.,.29732846,.,.29732846,.,.55442916,.,.,.,.57046844,.51158005,.49355782,.47032542,.55442916,.,.
br13,.,11097.351,578.87075,579.32815,.,.,.,10045.261,.48997201,.,.,.,.,.,.,.28996488,.,.28996488,.,.54158141,.,.,.,.56936048,.5067905,.48573411,.46113287,.54158141,.,.
ca71,.,2445.2771,.,.,.,.,.,.,.36641193,.,.,.,.,.,.,.22140978,.,.,.,.,.,.,.,.40386961,.37468946,.34815031,.31729262,.,.,.
ca75,.,4210.1592,.,.,.,.,.,.,.32934824,.,.,.,.,.,.,.19690837,.,.,.,.,.,.,.,.38515919,.35272203,.31864162,.29021074,.,.,.
ca81,.,8135.8065,.,.,.,.,.,.,.32263237,.,.,.,.,.,.,.19176772,.,.,.,.,.,.,.,.38120357,.3459928,.31447525,.28599906,.,.,.
ca87,.,11552.603,.,.,.,.,.,.,.31423602,.,.,.,.,.,.,.18599892,.,.,.,.,.,.,.,.40657095,.35627736,.31920819,.28496271,.,.,.
ca91,.,14058.492,.,.,.,.,.,.,.3093899,.,.,.,.,.,.,.18261701,.,.,.,.,.,.,.,.42792992,.3732899,.32472831,.28434755,.,.,.
ca94,.,14831.182,.,.,.,.,.,.,.31161421,.,.,.,.,.,.,.18426992,.,.,.,.,.,.,.,.45048215,.38165852,.32960922,.28729332,.,.,.
ca97,.,15666.768,.,.,.,.,.,.,.31617142,.,.,.,.,.,.,.18823765,.,.,.,.,.,.,.,.45214411,.38016344,.33697492,.2961511,.,.,.
ca98,.,16301.891,.,.,.,.,.,.,.33162708,.,.,.,.,.,.,.1951011,.,.,.,.,.,.,.,.48370773,.40806582,.35869631,.31411503,.,.,.
ca00,.,17282.141,.,.,.,.,.,.,.33345618,.,.,.,.,.,.,.19576869,.,.,.,.,.,.,.,.47570361,.40097371,.36213717,.31989967,.,.,.
ca04,.,20440.988,.,.,.,.,.,.,.3374388,.,.,.,.,.,.,.19882378,.,.,.,.,.,.,.,.48334729,.40176345,.36282808,.32389273,.,.,.
ca07,.,23874.95,.,.,.,.,.,.,.33843207,.,.,.,.,.,.,.19720229,.,.,.,.,.,.,.,.48095711,.40032585,.36165393,.32157541,.,.,.
ca10,.,25502.14,.,.,.,.,.,.,.33594436,.,.,.,.,.,.,.19662432,.,.,.,.,.,.,.,.48900651,.41164872,.35991239,.31955932,.,.,.
ca13,.,27847.708,.,.,.,.,.,.,.33800276,.,.,.,.,.,.,.20216813,.,.,.,.,.,.,.,.48362148,.40564774,.35939807,.32253386,.,.,.
cn02,6148.7561,5005.5321,.,582.02961,.,.,.,.,.44652159,.35128607,.,.,.,.,.,.26850603,.,.,.,.,.,.,.,.4220821,.41507904,.41291153,.40885524,.,.,.44652159
co07,.,3464780.8,439059.18,1462297.6,.,.,.,3229277.9,.58920331,.,.,.,.,.,.,.35458471,.,.35458471,.,.62075379,.,.,.,.58026728,.57964862,.57845639,.56546189,.62075379,.,.
cz92,.,32104.18,.,.,.,.,.,.,.20704417,.,.,.,.,.,.,.11678434,.,.,.,.,.,.,.,.40229007,.27183114,.23216367,.20719443,.,.,.
cz96,.,62070.678,.,.,.,.,.,56895.988,.25782687,.,.,.,.,.,.,.1469945,.,.1469945,.,.28202829,.,.,.,.43375721,.32385854,.29428051,.2563807,.28202829,.,.
cz02,.,93156.071,.,.,.,.,.,85274.444,.26550269,.,.,.,.,.,.,.15152274,.,.15152274,.,.28717457,.,.,.,.47451772,.34365389,.30167356,.26100837,.28717457,.,.
cz04,.,104342.8,30842.45,35124.541,.,.,93563.46,97359.176,.27372333,.,.,.,.,.,.,.15682429,.16048875,.15682429,.16048876,.29980967,.29874221,.,.,.47883331,.34979398,.31213777,.2718568,.29980967,.29875121,.
cz07,.,130076.55,38881.624,43028.823,.,.,116646.76,120929.5,.25525384,.,.,.,.,.,.,.14636237,.14910717,.14636237,.14910717,.27991571,.27910051,.,.,.45792265,.32877362,.29912781,.2576842,.27991571,.27911478,.
cz10,.,148031.41,44104.712,45813.705,.,.,129176.14,134379.78,.26579985,.,.,.,.,.,.,.15362076,.15715769,.15362076,.15715769,.29063911,.28963392,.,.,.45949739,.321922,.29779332,.26405914,.29063911,.28964672,.
cz13,.,157623.87,46675.683,49681.027,.,.,142351.92,147406.26,.26608833,.,.,.,.,.,.,.15251001,.15567543,.15251001,.15567543,.29493814,.29397665,.,.,.47172207,.3275235,.30188071,.26651656,.29493814,.2939868,.
dk87,.,75664.732,.,4532.2386,.,.,.,.,.25989513,.,.,.,.,.,.,.15156757,.,.,.,.,.,.,.,.41674678,.32970116,.28148732,.25652596,.,.,.
dk92,.,87381.249,.,4313.1861,.,.,.,.,.24469413,.,.,.,.,.,.,.14237926,.,.,.,.,.,.,.,.45049058,.35044936,.28279374,.23998288,.,.,.
dk95,.,95237.273,27801.304,28658.598,.,.,85887.233,92832.155,.22922447,.,.,.,.,.,.,.13100161,.11992347,.13100161,.11992347,.26638354,.22744569,.,.,.45262773,.33656776,.26490691,.22583196,.26638355,.2289298,.
dk00,.,114014.89,31505.968,32898.394,.,.,111883.91,120651.05,.2373684,.,.,.,.,.,.,.13642402,.1298735,.13642402,.1298735,.28461302,.25158993,.,.,.44341293,.3308886,.27452386,.22976292,.28461302,.25262987,.
dk04,.,130173.96,19095.575,37729.471,.,.,120710.69,130914.09,.24156762,.,.,.,.,.,.,.13925819,.14652356,.13925819,.14652356,.28558133,.28151263,.,.,.45373421,.33543048,.27375304,.23263869,.28558133,.28204292,.
dk07,.,144853.59,.,31583.443,.,.,.,156860.72,.25216136,.,.,.,.,.,.,.14399667,.,.14399667,.,.30654387,.,.,.,.4477903,.33471061,.28630869,.24422847,.30654389,.,.
dk10,.,160271.19,.,26266.263,.,.,.,158802.41,.26006031,.,.,.,.,.,.,.14762498,.,.14762498,.,.30318818,.,.,.,.47863732,.35031373,.29480083,.25910174,.30318818,.,.
dk13,.,165427.27,.,26010.279,.,.,.,162680.11,.25734913,.,.,.,.,.,.,.14774891,.,.14774891,.,.2991591,.,.,.,.48633299,.35174409,.29331274,.25726085,.2991591,.,.
do07,105892.84,59300.091,11439.298,23797.212,.,.,.,.,.53681031,.35408475,.34237908,.,.,.,.,.3186632,.,.,.,.,.,.,.,.56732113,.56938961,.56428389,.55800374,.,.,.53681031
eg12,.,5773.5719,.,.,.,.,.,.,.5379827,.,.,.,.,.,.,.30443986,.,.,.,.,.,.,.,.56004817,.52969988,.52328259,.,.,.,.
ee00,45220.171,27702.249,5990.5975,6640.9824,28188.239,28655.352,28188.24,28655.352,.36261788,.24929923,.25757399,.24929923,.25757399,.39649878,.39397727,.20993426,.21017989,.20993426,.21017989,.40826842,.40812611,.4067713,.40510572,.50582331,.38839863,.36222395,.3430463,.40826842,.40814463,.36261788
ee04,.,40068.919,8601.2652,8601.2719,.,.,45412.011,46095.223,.34181807,.,.,.,.,.,.,.20122317,.20217455,.20122317,.20217455,.39061936,.39024405,.,.,.50592544,.402212,.38457123,.35335616,.39061936,.39024848,.
ee07,.,69036.096,10968.315,34357.488,.,.,74058.541,75949.498,.31139153,.,.,.,.,.,.,.18277958,.18490405,.18277958,.18490405,.35853479,.35758619,.,.,.45348296,.35720193,.34200244,.31580511,.3585348,.35759616,.
ee10,.,71280.796,13964.719,25626.518,.,.,66703.088,67839.663,.3206758,.,.,.,.,.,.,.19071971,.19269855,.19071971,.19269855,.36038315,.35962963,.,.,.49056508,.37142049,.34945991,.32268284,.36038315,.35963276,.
ee13,.,6035.8129,1088.3454,1731.8921,.,.,6030.2573,6157.1988,.34812124,.,.,.,.,.,.,.20636937,.20926328,.20636937,.20926328,.39436471,.39327014,.,.,.51050177,.39232209,.37960571,.35465905,.39436473,.39327748,.
fi87,.,39431.863,.,2813.5121,.,.,.,.,.221723,.,.,.,.,.,.,.12835072,.,.,.,.,.,.,.,.39015286,.29166509,.26065319,.20848542,.,.,.
fi91,.,55029.996,8704.9165,14064.842,.,.,.,.,.22878388,.,.,.,.,.,.,.13245539,.,.,.,.,.,.,.,.40853979,.30125239,.25931115,.21132969,.,.,.
fi95,.,54815.081,.,6482.3697,.,.,.,48117.438,.23457178,.,.,.,.,.,.,.13361594,.,.13361594,.,.26590304,.,.,.,.48266273,.35847868,.27227315,.21918506,.26590304,.,.
fi00,.,68456.105,.,9331.6545,.,.,.,62747.776,.271491,.,.,.,.,.,.,.15338077,.,.15338077,.,.311978,.,.,.,.48331478,.36594492,.30463507,.25749325,.311978,.,.
fi04,.,13874.239,.,1946.5412,.,.,.,12436.726,.28256706,.,.,.,.,.,.,.15782405,.,.15782405,.,.321497,.,.,.,.49041867,.36990628,.31297543,.26855866,.321497,.,.
fi07,.,15882.877,.,2905.5243,.,.,.,14624.824,.28199963,.,.,.,.,.,.,.16067179,.,.16067179,.,.31856073,.,.,.,.48115286,.36575448,.30949575,.26905256,.31856073,.,.
fi10,.,17195.239,.,3323.8959,.,.,.,15087.052,.27764783,.,.,.,.,.,.,.15915691,.,.15915691,.,.30886759,.,.,.,.49113522,.36300426,.30682437,.26625907,.30886759,.,.
fi13,.,18637.023,.,3865.2587,.,.,.,16633.617,.27220016,.,.,.,.,.,.,.15642979,.,.15642979,.,.30687426,.,.,.,.49968019,.36427288,.30825319,.263997,.30687426,.,.
fr78,37383.811,21732.808,5006.3801,.,16133.133,16793.52,16133.134,16793.52,.34904751,.14904922,.14873405,.14904922,.14873405,.38479011,.38446276,.20225445,.20434889,.20225445,.20434889,.37528156,.37463011,.38850469,.38866497,.,.,.,.,.37528156,.37466013,.34904751
fr84,79855.327,41346.883,21432.79,21432.791,33362.847,34594.868,33362.848,34594.869,.36394276,.17021909,.17281951,.17021909,.17281951,.40245117,.40155211,.20827592,.20994304,.20827592,.20994304,.39488623,.39424692,.40577912,.40585637,.,.,.,.,.39488623,.39425812,.36394276
fr89,100232.17,49554.394,27557.183,27557.183,41339.374,43027.507,41339.374,43027.509,.31714486,.1977832,.20963528,.1977832,.20963528,.34227119,.33953498,.18534655,.18611509,.18534655,.18611509,.34488918,.34443333,.34642816,.34492997,.,.,.,.,.34488918,.34444713,.31714486
fr94,116801.22,64632.645,26701.266,26701.268,51907.005,54350.378,51907.005,54350.378,.32319753,.1800508,.18729247,.1800508,.18729247,.33744557,.33566713,.1858565,.18034104,.1858565,.18034104,.3496878,.33701358,.34096148,.3401303,.,.,.,.,.3496878,.33703709,.31159134
fr00,96981.578,70108.553,8028.2247,23089.128,56790.751,59462.17,56790.751,59462.172,.31070863,.1716663,.16622777,.1716663,.16622777,.33867103,.33947911,.18030264,.17787431,.18030264,.17787431,.3369342,.33715993,.35338266,.34555203,.47512652,.37000215,.30515479,.28215108,.3369342,.33925462,.31070863
fr05,15716.461,12188.377,2825.4543,5277.5302,9833.0296,10318.794,9833.0302,10318.794,.31648985,.13491784,.15114184,.13491784,.15114184,.35123226,.3477823,.18438815,.19048879,.18438815,.19048879,.3417665,.34033581,.35719842,.35548799,.4708091,.36706468,.30385302,.28373837,.3417665,.34036784,.31648985
fr10,18013.192,15562.754,2594.9911,7114.3794,12208.989,12857.052,12208.989,12857.051,.31760199,.14664833,.15495118,.14664833,.15495118,.34711198,.34532952,.18434469,.1889642,.18434469,.1889642,.34060484,.33953123,.35068063,.34981767,.48789625,.37057909,.31270725,.29039536,.34060484,.33956311,.31760199
ge10,2865.8293,1624.636,317.20653,.,.,.,.,.,.45578654,.29049165,.29479604,.,.,.,.,.27461566,.,.,.,.,.,.,.,.59250442,.48559325,.46700004,.,.,.,.45578654
ge13,3818.6843,2317.4946,443.08883,.,.,.,.,.,.41449376,.28145667,.28403513,.,.,.,.,.24507993,.,.,.,.,.,.,.,.55317034,.4553685,.43582637,.,.,.,.41449376
de73,10431.911,9103.1016,745.01342,745.24921,.,.,.,.,.29868411,.15423072,.15969935,.,.,.,.,.17320394,.,.,.,.,.,.,.,.38377725,.35740304,.28994244,.27136932,.,.,.29868411
de78,14622.545,13368.165,944.72242,944.99811,.,.,.,.,.28533053,.15209244,.15950146,.,.,.,.,.16292494,.,.,.,.,.,.,.,.42596019,.3100473,.29431649,.26463464,.,.,.28533053
de81,.,13203.548,.,.,.,.,.,.,.28127594,.,.,.,.,.,.,.16302495,.,.,.,.,.,.,.,.40844708,.30072825,.27466817,.24565924,.,.,.
de83,21604.751,17405.97,1506.2242,1506.5165,.,.,.,.,.28434025,.14987804,.15878705,.,.,.,.,.16318484,.,.,.,.,.,.,.,.43245707,.31601249,.29395213,.26693723,.,.,.28434025
de84,.,14497.618,2800.1979,3494.5235,.,.,.,.,.28480873,.,.,.,.,.,.,.16593918,.,.,.,.,.,.,.,.4464164,.3277802,.30752921,.25677367,.,.,.
de89,.,17764.063,4457.3011,5326.7348,.,.,.,.,.28490868,.,.,.,.,.,.,.16479975,.,.,.,.,.,.,.,.44760896,.32931261,.31099193,.26000151,.,.,.
de94,.,20752.613,6151.4596,7287.2025,.,.,.,.,.29171858,.,.,.,.,.,.,.17029654,.,.,.,.,.,.,.,.46501934,.34647846,.31682329,.26674866,.,.,.
de00,.,24429.009,6775.6281,8392.1775,.,.,19146.979,20887.755,.28825179,.,.,.,.,.,.,.16733213,.17297519,.16733213,.17297519,.30772754,.30419818,.,.,.48106923,.35503331,.32171955,.26320199,.30772754,.30438787,.
de04,.,13568.911,3786.7587,4626.6722,.,.,10434.048,11373.477,.30431911,.,.,.,.,.,.,.17455745,.17953357,.17455745,.17953357,.3240138,.31905784,.,.,.51321,.38141478,.34014294,.2808934,.3240138,.3191302,.
de07,.,14690.777,3969.237,4915.3214,.,.,11332.821,12329.376,.31315116,.,.,.,.,.,.,.17821432,.18486168,.17821432,.18486168,.33544109,.33149805,.,.,.52590556,.38970516,.34962212,.2943376,.33544109,.3315747,.
de10,.,15307.711,4499.3372,5525.0647,.,.,11851.63,12883.351,.30218419,.,.,.,.,.,.,.17484776,.18320714,.17484776,.18320714,.32279395,.32096939,.,.,.52046048,.38308491,.34290854,.29027379,.32279395,.32102603,.
de13,.,16266.89,4449.3789,5584.0933,.,.,12726.156,13786.043,.3113334,.,.,.,.,.,.,.17901205,.18640042,.17901205,.18640042,.33347075,.33039277,.,.,.53512219,.39439581,.35274611,.29610356,.33347075,.3304718,.
gr95,.,1289340.2,.,.,.,.,.,1094367.3,.36506327,.,.,.,.,.,.,.21752044,.,.21752044,.,.38973202,.,.,.,.47119095,.35912987,.35347074,.,.38973202,.,.
gr00,.,1807268.3,.,.,.,.,.,1734450.8,.34075605,.,.,.,.,.,.,.20191704,.,.20191704,.,.36894079,.,.,.,.4717445,.34714192,.34087879,.,.36894079,.,.
gr04,.,7595.6688,2921.7987,4975.2921,.,.,6977.2579,7205.6868,.33187079,.,.,.,.,.,.,.19516792,.19843237,.19516792,.19843237,.3567592,.35608697,.,.,.46896682,.34905117,.34032341,.,.3567592,.3560905,.
gr07,.,8788.0185,3270.23,5612.7603,.,.,8230.1931,8493.2707,.33286671,.,.,.,.,.,.,.19325183,.19640886,.19325183,.19640886,.35995603,.3592349,.,.,.49449843,.37548619,.37216362,.32937579,.35995603,.35923933,.
gr10,.,8736.3413,3280.0794,5728.0471,.,.,8420.2609,8740.092,.33274212,.,.,.,.,.,.,.19776895,.20166268,.19776895,.20166268,.3600861,.35915016,.,.,.52253282,.37021805,.35699458,.32553677,.3600861,.35915289,.
gr13,.,6390.9381,3058.4436,5109.8735,.,.,6775.7112,7069.4141,.35369982,.,.,.,.,.,.,.21128499,.21643903,.21128499,.21643903,.39281962,.39124552,.,.,.56622579,.39135504,.37651191,.3452943,.39281962,.39125026,.
gt06,16909.103,9778.0073,1921.3493,4349.3864,.,.,.,.,.52703906,.3455988,.35316981,.,.,.,.,.31067675,.,.,.,.,.,.,.,.53374007,.53325634,.52547481,.50369043,.,.,.52703906
gt11,.,10143.555,495.57156,3100.8521,.,.,.,.,.55222034,.,.,.,.,.,.,.32328137,.,.,.,.,.,.,.,.56061031,.55960464,.55707158,.54852219,.,.,.
gt14,19883.363,10869.805,2509.8924,5380.2471,.,.,.,.,.44931456,.26203847,.27004754,.,.,.,.,.24742478,.,.,.,.,.,.,.,.46262341,.46386724,.45725926,.432729,.,.,.44931456
hu91,124838.39,112730.03,39817.572,39817.582,.,.,.,.,.29079075,.1191591,.13867906,.,.,.,.,.1692138,.,.,.,.,.,.,.,.47519606,.34560852,.28946636,.,.,.,.29079075
hu94,227031.78,182328.55,72122.441,72122.442,.,.,.,.,.33169266,.12493238,.14522588,.,.,.,.,.19305322,.,.,.,.,.,.,.,.5403982,.38843542,.32631789,.,.,.,.33169266
hu05,1060555.2,755356.88,148040.42,.,709189.69,714799.76,709189.68,714799.75,.30561717,.13804577,.14226648,.13804577,.14226648,.34215938,.34080949,.17459637,.17601504,.17459637,.17601504,.34538767,.34750357,.35185477,.35241268,.52791051,.33178304,.28656534,.,.34538767,.34750464,.29489542
hu07,1110643.7,837512.68,177778.87,.,822234.04,828825.03,822234.05,828825.06,.28436478,.13896754,.1395586,.13896754,.1395586,.33362993,.3333354,.16265255,.15986025,.16265255,.15986025,.32575811,.32280717,.34558254,.34804023,.5117692,.3219757,.26795297,.,.32575811,.3228083,.28303559
hu09,1259676.9,890281.73,268980.58,.,871751.98,879877.8,871751.97,879877.84,.29091383,.13810049,.14299918,.13810049,.14299918,.36400796,.36218951,.17161379,.18547085,.17161379,.18547085,.33330598,.36401216,.36985844,.36945036,.54046652,.3314743,.27163832,.,.33330598,.36401353,.30584285
hu12,1295563.6,1015969,299027.92,.,966026.29,976500.79,966026.34,976500.81,.30881234,.17294309,.17896378,.17294309,.17896378,.35963399,.35706853,.18363824,.18146788,.18363824,.18146789,.35802779,.35148747,.37026643,.36872275,.5403075,.3474535,.28955752,.,.35802779,.35149263,.30578665
is04,.,1544946.1,312817.36,313041.71,.,.,1710910.3,1777050.9,.2769699,.,.,.,.,.,.,.15566838,.15873065,.15566838,.15873065,.32766337,.32622938,.,.,.37653226,.31414735,.29313245,.26540641,.32766338,.32643522,.
is07,.,2201452.1,452197.04,1034704.4,.,.,2147206.8,2229914.7,.29253424,.,.,.,.,.,.,.16476594,.1665413,.16476594,.1665413,.34042432,.3382281,.,.,.384563,.32779392,.3097475,.28783907,.34042432,.33842489,.
is10,.,2332102,486422.1,1056373.1,.,.,2695589.2,2852957.1,.26257853,.,.,.,.,.,.,.15039856,.15538612,.15039856,.15538612,.29987398,.29728746,.,.,.40438135,.32959311,.29452383,.25445726,.29987399,.29747482,.
in04,20535.158,9894.475,1750.8288,1853.8461,.,.,.,.,.50136774,.21500913,.20661086,.,.,.,.,.29479331,.,.,.,.,.,.,.,.50183523,.50069654,.49234002,.,.,.,.50136774
in11,48647.95,25496.26,3991.1627,4114.0596,.,.,.,.,.5106635,.21756369,.21686538,.,.,.,.,.30007181,.,.,.,.,.,.,.,.53528159,.53079235,.51591938,.,.,.,.5106635
ie87,.,2883.6601,.,.,.,.,.,.,.35455676,.,.,.,.,.,.,.20684661,.,.,.,.,.,.,.,.51291846,.47186413,.3630689,.32620056,.,.,.
ie94,.,5101.4611,779.97383,780.19705,.,.,.,.,.36873854,.,.,.,.,.,.,.21059727,.,.,.,.,.,.,.,.51105407,.43080401,.31955516,.,.,.,.
ie95,.,5401.4746,851.95707,852.17314,.,.,.,.,.36966956,.,.,.,.,.,.,.21160087,.,.,.,.,.,.,.,.50439195,.42658638,.32793803,.,.,.,.
ie96,.,5753.6051,951.16091,951.37435,.,.,.,.,.35589176,.,.,.,.,.,.,.20393979,.,.,.,.,.,.,.,.49607826,.41826736,.31861103,.,.,.,.
ie04,.,13953.488,2040.5002,7331.7488,.,.,12728.98,13101.32,.33780001,.,.,.,.,.,.,.19242891,.19656132,.19242891,.19656132,.38062076,.37960696,.,.,.51508225,.44037998,.35056672,.31314126,.38062076,.37962957,.
ie07,.,17199.898,2655.7736,8666.7479,.,.,15972.076,16519.643,.31698862,.,.,.,.,.,.,.18128367,.18629181,.18128367,.18629181,.35728872,.35624197,.,.,.51538302,.43591276,.33550675,.29473697,.35728872,.35627074,.
ie10,.,14809.513,2494.4431,6865.639,.,.,12601.011,13152.374,.31849948,.,.,.,.,.,.,.1874194,.19543148,.1874194,.19543148,.34672295,.34379033,.,.,.57790019,.49230312,.36172063,.30937163,.34672295,.34383281,.
il79,.,6309.3167,.,1851.8955,.,.,.,.,.36335102,.,.,.,.,.,.,.21313846,.,.,.,.,.,.,.,.43482373,.39011235,.36383131,.30939271,.,.,.
il86,.,4875.0003,.,.,.,.,.,.,.36463069,.,.,.,.,.,.,.21567797,.,.,.,.,.,.,.,.48716103,.42238052,.38341715,.31593818,.,.,.
il92,36371.108,15052.746,4508.5086,9294.4275,.,.,.,.,.35509054,.24665712,.2555232,.,.,.,.,.20752467,.,.,.,.,.,.,.,.47979548,.42379974,.37178238,.31417646,.,.,.35509054
il97,62624.078,26110.925,7081.3932,16273.945,.,.,.,.,.38099295,.28348874,.2954768,.,.,.,.,.22497951,.,.,.,.,.,.,.,.5074398,.45266536,.40149135,.34100137,.,.,.38099295
il01,54541.695,33771.675,5451.3419,17362.799,.,.,.,.,.38949875,.21236438,.21924353,.,.,.,.,.22977098,.,.,.,.,.,.,.,.54858261,.48144886,.42082565,.35661755,.,.,.38949875
il05,58767.357,36268.235,6792.2177,19002.475,.,.,.,.,.41790914,.23080816,.23860853,.,.,.,.,.25135122,.,.,.,.,.,.,.,.53646064,.4664321,.42964546,.38417395,.,.,.41790914
il07,62841.608,40153.63,7326.3872,20451.812,.,.,.,.,.4110012,.22689678,.23176549,.,.,.,.,.24866106,.,.,.,.,.,.,.,.52377487,.45961093,.42469082,.37595172,.,.,.4110012
il10,71283.412,46891.839,8485.3222,26017.116,.,.,.,.,.42531796,.22691359,.23637814,.,.,.,.,.25346577,.,.,.,.,.,.,.,.53251247,.47118526,.43754122,.39284501,.,.,.42531796
il12,75254.659,51764.423,9635.2942,28108.217,.,.,.,.,.41348529,.21284465,.22122597,.,.,.,.,.25083069,.,.,.,.,.,.,.,.50688444,.44671742,.41808489,.37788693,.,.,.41348529
it86,.,6889524.5,.,1403019,.,.,.,.,.32494292,.,.,.,.,.,.,.19064669,.,.,.,.,.,.,.,.42973641,.31298869,.30929524,.,.,.,.
