"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,114760.3,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,118561.7,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,123297.3,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,126015.8,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,133801.6,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,137926.7,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,140221.3,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,143113,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,148785.4,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,154616.3,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,161648.3,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,169473.7,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,177798.6,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,176978.8,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,184948.4,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,191259.7,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,196017.9,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,199444.1,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,113384,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,116606.9,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,120491.2,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,125256.8,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,128148.4,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,136102.8,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,140290.9,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,142798.3,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,145800.4,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,151649,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,157661.2,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,164948.7,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,172866.1,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,181392.3,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,181545.7,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,189692.9,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,196069.2,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,201182.2,,
"BEL","Belgium","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,204393.7,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,139641.2,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,140269.4,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,143560.5,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,148270.2,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,152356.8,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,160362.1,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,168152.6,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,169730.2,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,172620.1,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,176657,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,183208.2,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,193185.6,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,202896.5,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,214361.5,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,217926.7,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,219434.6,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,223869.7,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,228225.7,,
"BEL","Belgium","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,230181.4,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,113384,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,116606.9,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,120491.2,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,125256.8,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,128148.4,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,136102.8,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,140290.9,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,142798.3,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,145800.4,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,151649,,
"BEL","Belgium","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,157661.2,,
