"LOCATION","Country","TRANSACT","Transaction","SECTOR","Sector","MEASURE","Measure","TIME","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"PRT","Portugal","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,124983.848,,
"PRT","Portugal","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,120491.819,,
"PRT","Portugal","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,120268.566,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,57546.02,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,61278.472,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,65247.937,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,70055.37,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,75572.828,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,81261.27,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,85140.748,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,89267.654,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,92238.029,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,96802.677,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,102105.553,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,107303.301,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,113712.731,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,118490.15,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,113509.029,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,118329.056,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,115961.072,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,111610.145,,
"PRT","Portugal","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,111143.693,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,9928.3,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,11338.81,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,12791.46,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,14325.85,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,15660.04,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,17291.58,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,19211.51,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,20911.61,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,22928.37,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,25730.68,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,27987.89,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,31092.86,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,34350.31,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,38048.75,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,37851.09,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,38396.39,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,39667.42,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,40868.41,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,41084.43,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,11068.35,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,13033.81,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,14752.64,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,16318.68,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,17679.73,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,19524.13,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,21119.1,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,22930.72,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,24588.09,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,27258.27,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,29666.33,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,32296.76,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,36259.91,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,39750.94,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,40344.36,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,40953.23,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,41660.44,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,42786.24,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,43361.74,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,9928.3,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,11338.81,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,12791.46,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,14325.85,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,15660.04,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,17291.58,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,19211.51,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,20911.61,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,22928.37,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,25730.68,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,27987.89,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,31092.86,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,34350.31,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,38048.75,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,37851.09,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,38396.39,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,39667.42,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,40868.41,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,41084.43,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,10066.2,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,11469.6,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,12906.4,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,14496.5,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,15921.3,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,17576,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,19490,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,21213.9,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,23282.5,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,26210.6,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,28502.3,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,31681.1,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,34945,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,38715.4,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,38541.4,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,39095.7,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,40377.4,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,41593.6,,
"SVK","Slovak Republic","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,41814.2,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,11199.1,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,13258.7,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,14980,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,16545.9,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,17897.7,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,19731.9,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,21386.9,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,23190.8,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,24917.1,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,27809,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,30167.4,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,32739.5,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,36672.6,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,40182.6,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,40782.6,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,41403.3,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,42170.8,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,43337.3,,
"SVK","Slovak Republic","NFB6GR","Disposable income, gross","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,43950.1,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1995","1995","EUR","Euro","6","Millions",,,10066.2,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1996","1996","EUR","Euro","6","Millions",,,11469.6,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1997","1997","EUR","Euro","6","Millions",,,12906.4,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1998","1998","EUR","Euro","6","Millions",,,14496.5,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,15921.3,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,17576,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,19490,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,21213.9,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,23282.5,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,26210.6,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,28502.3,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,31681.1,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,34945,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,38715.4,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,38541.4,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,39095.7,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,40377.4,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,41593.6,,
"SVK","Slovak Republic","NFP3P","Final consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,41814.2,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,349423,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,380194,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,407979,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,431627,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,456041,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,491598,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,528157,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,568217,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,605824,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,623029,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,595010,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,607981,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,608153,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,600532,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,587697,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,384703,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,422884,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,452774,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,480713,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,516721,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,549095,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,582057,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,616058,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,640213,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,674703,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,687897,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,676741,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,682640,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,659190,,
"ESP","Spain","NFB6GR","Disposable income, gross","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,652846,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,349423,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,380194,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,407979,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2002","2002","EUR","Euro","6","Millions",,,431627,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2003","2003","EUR","Euro","6","Millions",,,456041,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2004","2004","EUR","Euro","6","Millions",,,491598,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2005","2005","EUR","Euro","6","Millions",,,528157,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2006","2006","EUR","Euro","6","Millions",,,568217,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2007","2007","EUR","Euro","6","Millions",,,605824,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2008","2008","EUR","Euro","6","Millions",,,623029,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2009","2009","EUR","Euro","6","Millions",,,595010,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2010","2010","EUR","Euro","6","Millions",,,607981,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2011","2011","EUR","Euro","6","Millions",,,608153,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2012","2012","EUR","Euro","6","Millions",,,600532,,
"ESP","Spain","NFP3P","Final consumption expenditure","S14","Households","C","Current prices","2013","2013","EUR","Euro","6","Millions",,,587697,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","1999","1999","EUR","Euro","6","Millions",,,354683,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2000","2000","EUR","Euro","6","Millions",,,385790,,
"ESP","Spain","NFP31P","Individual consumption expenditure","S14_S15","Households and non-profit institutions serving households","C","Current prices","2001","2001","EUR","Euro","6","Millions",,,414178,,
