"GOV","Level of government","TAX","Tax revenue","VAR","Indicator","COU","Country","YEA","Year","Unit Code","Unit","PowerCode Code","PowerCode","Reference Period Code","Reference Period","Value","Flag Codes","Flags"
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1981","1981","CAD","Canadian Dollar","9","Billions",,,13.248,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1982","1982","CAD","Canadian Dollar","9","Billions",,,13.652,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1983","1983","CAD","Canadian Dollar","9","Billions",,,15.747,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1984","1984","CAD","Canadian Dollar","9","Billions",,,17.957,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1985","1985","CAD","Canadian Dollar","9","Billions",,,21.149,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1986","1986","CAD","Canadian Dollar","9","Billions",,,25.037,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1987","1987","CAD","Canadian Dollar","9","Billions",,,27.387,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1988","1988","CAD","Canadian Dollar","9","Billions",,,32.059126,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1989","1989","CAD","Canadian Dollar","9","Billions",,,35.522724,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1990","1990","CAD","Canadian Dollar","9","Billions",,,34.474687,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1991","1991","CAD","Canadian Dollar","9","Billions",,,33.69538,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1992","1992","CAD","Canadian Dollar","9","Billions",,,35.343378,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1993","1993","CAD","Canadian Dollar","9","Billions",,,37.679523,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1994","1994","CAD","Canadian Dollar","9","Billions",,,40.257353,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1995","1995","CAD","Canadian Dollar","9","Billions",,,40.535305,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1996","1996","CAD","Canadian Dollar","9","Billions",,,42.461432,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1997","1997","CAD","Canadian Dollar","9","Billions",,,44.831215,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1998","1998","CAD","Canadian Dollar","9","Billions",,,47.779992,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","1999","1999","CAD","Canadian Dollar","9","Billions",,,51.276726,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2000","2000","CAD","Canadian Dollar","9","Billions",,,55.313209,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2001","2001","CAD","Canadian Dollar","9","Billions",,,56.297178,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2002","2002","CAD","Canadian Dollar","9","Billions",,,59.560086,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2003","2003","CAD","Canadian Dollar","9","Billions",,,62.348487,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2004","2004","CAD","Canadian Dollar","9","Billions",,,65.164186,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2005","2005","CAD","Canadian Dollar","9","Billions",,,68.509937,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2006","2006","CAD","Canadian Dollar","9","Billions",,,69.957386,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2007","2007","CAD","Canadian Dollar","9","Billions",,,71.242342,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2008","2008","CAD","Canadian Dollar","9","Billions",,,66.467677,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2009","2009","CAD","Canadian Dollar","9","Billions",,,67.293168,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2010","2010","CAD","Canadian Dollar","9","Billions",,,72.129895,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2011","2011","CAD","Canadian Dollar","9","Billions",,,76.54152,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2012","2012","CAD","Canadian Dollar","9","Billions",,,79.393434,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2013","2013","CAD","Canadian Dollar","9","Billions",,,81.45215,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2014","2014","CAD","Canadian Dollar","9","Billions",,,84.382737,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2015","2015","CAD","Canadian Dollar","9","Billions",,,87.449221,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CAN","Canada","2016","2016","CAD","Canadian Dollar","9","Billions",,,90.057393,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1993","1993","CZK","Czech Koruna","9","Billions",,,77.104,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1994","1994","CZK","Czech Koruna","9","Billions",,,86.474,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1995","1995","CZK","Czech Koruna","9","Billions",,,91.673,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1996","1996","CZK","Czech Koruna","9","Billions",,,107.572,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1997","1997","CZK","Czech Koruna","9","Billions",,,114.564,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1998","1998","CZK","Czech Koruna","9","Billions",,,121.559,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","1999","1999","CZK","Czech Koruna","9","Billions",,,137.569,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2000","2000","CZK","Czech Koruna","9","Billions",,,141.235,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2001","2001","CZK","Czech Koruna","9","Billions",,,149.893,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2002","2002","CZK","Czech Koruna","9","Billions",,,155.135,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2003","2003","CZK","Czech Koruna","9","Billions",,,164.25,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2004","2004","CZK","Czech Koruna","9","Billions",,,204.702,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2005","2005","CZK","Czech Koruna","9","Billions",,,215.118,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2006","2006","CZK","Czech Koruna","9","Billions",,,213.728234,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2007","2007","CZK","Czech Koruna","9","Billions",,,232.288117,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2008","2008","CZK","Czech Koruna","9","Billions",,,260.365947,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2009","2009","CZK","Czech Koruna","9","Billions",,,258.627494,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2010","2010","CZK","Czech Koruna","9","Billions",,,263.457185,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2011","2011","CZK","Czech Koruna","9","Billions",,,276.533096,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2012","2012","CZK","Czech Koruna","9","Billions",,,286.115599,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2013","2013","CZK","Czech Koruna","9","Billions",,,303.822093,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2014","2014","CZK","Czech Koruna","9","Billions",,,319.48495,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2015","2015","CZK","Czech Koruna","9","Billions",,,333.273802,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","CZE","Czech Republic","2016","2016","CZK","Czech Koruna","9","Billions",,,353.915198,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1965","1965","DKK","Danish Krone","9","Billions",,,2.139,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1966","1966","DKK","Danish Krone","9","Billions",,,2.4672,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1967","1967","DKK","Danish Krone","9","Billions",,,3.5543,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1968","1968","DKK","Danish Krone","9","Billions",,,6.3677,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1969","1969","DKK","Danish Krone","9","Billions",,,7.7016,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1970","1970","DKK","Danish Krone","9","Billions",,,8.9899,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1971","1971","DKK","Danish Krone","9","Billions",,,10.329316,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1972","1972","DKK","Danish Krone","9","Billions",,,11.652145,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1973","1973","DKK","Danish Krone","9","Billions",,,13.132853,,
"NES","Total","5110","5110 General taxes on goods and services","TAXNAT","Tax revenue in national currency","DNK","Denmark","1974","1974","DKK","Danish Krone","9","Billions",,,14.645377,,
